2021/02/04 13:49:38| Created PID file (/var/run/squid.pid)
2021/02/05 22:07:38 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.128.70:443 remote=10.42.0.30:53984 FD 161 flags=33 (local IP does not match any domain IP)
2021/02/05 22:07:38 kid1| SECURITY ALERT: on URL: teams.events.data.microsoft.com:443
2021/02/05 22:07:42 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.128.70:443 remote=10.42.0.30:53986 FD 131 flags=33 (local IP does not match any domain IP)
2021/02/05 22:07:42 kid1| SECURITY ALERT: on URL: teams.events.data.microsoft.com:443
2021/02/05 22:07:52 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.128.70:443 remote=10.42.0.30:53988 FD 131 flags=33 (local IP does not match any domain IP)
2021/02/05 22:07:52 kid1| SECURITY ALERT: on URL: teams.events.data.microsoft.com:443
2021/02/05 22:08:12 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.36.126:443 remote=10.42.0.30:58568 FD 19 flags=33 (local IP does not match any domain IP)
2021/02/05 22:08:12 kid1| SECURITY ALERT: on URL: apac.ng.msg.teams.microsoft.com:443
2021/02/05 22:08:18 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.128.70:443 remote=10.42.0.30:54038 FD 215 flags=33 (local IP does not match any domain IP)
2021/02/05 22:08:18 kid1| SECURITY ALERT: on URL: teams.events.data.microsoft.com:443
2021/02/05 22:12:26 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.75.79:443 remote=10.42.0.30:34297 FD 19 flags=33 (local IP does not match any domain IP)
2021/02/05 22:12:26 kid1| SECURITY ALERT: on URL: ic3.events.data.microsoft.com:443
2021/02/05 22:21:06 kid1| SECURITY ALERT: Host header forgery detected on local=40.122.160.14:443 remote=10.42.0.30:54879 FD 32 flags=33 (local IP does not match any domain IP)
2021/02/05 22:21:06 kid1| SECURITY ALERT: on URL: ic3.events.data.microsoft.com:443
2021/02/05 22:22:59 kid1| SECURITY ALERT: Host header forgery detected on local=52.170.57.27:443 remote=10.42.0.30:49905 FD 27 flags=33 (local IP does not match any domain IP)
2021/02/05 22:22:59 kid1| SECURITY ALERT: on URL: ic3.events.data.microsoft.com:443
2021/02/05 22:26:48 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.231:443 remote=10.42.0.30:45714 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:48 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:48 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.227:443 remote=10.42.0.30:42098 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:48 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:48 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.226:443 remote=10.42.0.30:50544 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:48 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:48 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.193:443 remote=10.42.0.30:47490 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:48 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:48 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.228:443 remote=10.42.0.30:46420 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:48 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:48 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.192:443 remote=10.42.0.30:35514 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:48 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:48 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.194:443 remote=10.42.0.30:54072 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:48 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:48 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.225:443 remote=10.42.0.30:49518 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:48 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:48 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.231:443 remote=10.42.0.30:45730 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:48 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:48 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.227:443 remote=10.42.0.30:42114 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:48 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:48 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.226:443 remote=10.42.0.30:50560 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:48 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:48 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.193:443 remote=10.42.0.30:47506 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:48 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:48 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.228:443 remote=10.42.0.30:46436 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:48 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:49 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.192:443 remote=10.42.0.30:35530 FD 70 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:49 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:49 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.194:443 remote=10.42.0.30:54090 FD 70 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:49 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:49 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.225:443 remote=10.42.0.30:49536 FD 70 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:49 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:53 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.231:443 remote=10.42.0.30:45756 FD 76 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:53 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:53 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.227:443 remote=10.42.0.30:42140 FD 76 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:53 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:53 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.226:443 remote=10.42.0.30:50586 FD 76 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:53 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:53 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.193:443 remote=10.42.0.30:47534 FD 79 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:53 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:53 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.228:443 remote=10.42.0.30:46464 FD 79 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:53 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:53 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.192:443 remote=10.42.0.30:35558 FD 79 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:53 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:53 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.194:443 remote=10.42.0.30:54116 FD 79 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:53 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:26:53 kid1| SECURITY ALERT: Host header forgery detected on local=20.190.141.225:443 remote=10.42.0.30:49562 FD 79 flags=33 (local IP does not match any domain IP)
2021/02/05 22:26:53 kid1| SECURITY ALERT: on URL: login.live.com:443
2021/02/05 22:31:13 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.158.50:443 remote=10.42.0.30:44791 FD 41 flags=33 (local IP does not match any domain IP)
2021/02/05 22:31:13 kid1| SECURITY ALERT: on URL: ic3.events.data.microsoft.com:443
2021/02/05 22:59:11 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.75.78:443 remote=10.42.0.30:49773 FD 33 flags=33 (local IP does not match any domain IP)
2021/02/05 22:59:11 kid1| SECURITY ALERT: on URL: ic3.events.data.microsoft.com:443
2021/02/05 23:07:05 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.15.55:443 remote=10.42.0.30:56211 FD 30 flags=33 (local IP does not match any domain IP)
2021/02/05 23:07:05 kid1| SECURITY ALERT: on URL: api.flightproxy.teams.microsoft.com:443
2021/02/05 23:07:08 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.133.60:443 remote=10.42.0.30:36915 FD 15 flags=33 (local IP does not match any domain IP)
2021/02/05 23:07:08 kid1| SECURITY ALERT: on URL: ic3.events.data.microsoft.com:443
2021/02/05 23:10:50 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.77.164:443 remote=10.42.0.30:38213 FD 62 flags=33 (local IP does not match any domain IP)
2021/02/05 23:10:50 kid1| SECURITY ALERT: on URL: ic3.events.data.microsoft.com:443
2021/02/05 23:20:02 kid1| SECURITY ALERT: Host header forgery detected on local=168.62.200.169:443 remote=10.42.0.30:33397 FD 17 flags=33 (local IP does not match any domain IP)
2021/02/05 23:20:02 kid1| SECURITY ALERT: on URL: ic3.events.data.microsoft.com:443
2021/02/05 23:23:38 kid1| SECURITY ALERT: Host header forgery detected on local=138.91.136.108:443 remote=10.42.0.30:55231 FD 32 flags=33 (local IP does not match any domain IP)
2021/02/05 23:23:38 kid1| SECURITY ALERT: on URL: ic3.events.data.microsoft.com:443
2021/02/05 23:49:02 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:35548 FD 11 flags=33 (local IP does not match any domain IP)
2021/02/05 23:49:02 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 23:49:03 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:35550 FD 11 flags=33 (local IP does not match any domain IP)
2021/02/05 23:49:03 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 23:49:17 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.158.53:443 remote=10.42.0.30:51028 FD 42 flags=33 (local IP does not match any domain IP)
2021/02/05 23:49:17 kid1| SECURITY ALERT: on URL: browser.pipe.aria.microsoft.com:443
2021/02/05 23:49:18 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.158.53:443 remote=10.42.0.30:51034 FD 46 flags=33 (local IP does not match any domain IP)
2021/02/05 23:49:18 kid1| SECURITY ALERT: on URL: browser.pipe.aria.microsoft.com:443
2021/02/05 23:49:22 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.158.53:443 remote=10.42.0.30:51064 FD 49 flags=33 (local IP does not match any domain IP)
2021/02/05 23:49:22 kid1| SECURITY ALERT: on URL: browser.pipe.aria.microsoft.com:443
2021/02/05 23:49:23 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.158.53:443 remote=10.42.0.30:51066 FD 49 flags=33 (local IP does not match any domain IP)
2021/02/05 23:49:23 kid1| SECURITY ALERT: on URL: browser.pipe.aria.microsoft.com:443
2021/02/05 23:49:24 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.158.53:443 remote=10.42.0.30:51070 FD 51 flags=33 (local IP does not match any domain IP)
2021/02/05 23:49:24 kid1| SECURITY ALERT: on URL: browser.pipe.aria.microsoft.com:443
2021/02/05 23:49:26 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.158.53:443 remote=10.42.0.30:51072 FD 51 flags=33 (local IP does not match any domain IP)
2021/02/05 23:49:26 kid1| SECURITY ALERT: on URL: browser.pipe.aria.microsoft.com:443
2021/02/05 23:49:30 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.158.53:443 remote=10.42.0.30:51076 FD 54 flags=33 (local IP does not match any domain IP)
2021/02/05 23:49:30 kid1| SECURITY ALERT: on URL: browser.pipe.aria.microsoft.com:443
2021/02/05 23:49:33 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.158.53:443 remote=10.42.0.30:51078 FD 54 flags=33 (local IP does not match any domain IP)
2021/02/05 23:49:33 kid1| SECURITY ALERT: on URL: browser.pipe.aria.microsoft.com:443
2021/02/05 23:49:41 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.158.53:443 remote=10.42.0.30:51080 FD 70 flags=33 (local IP does not match any domain IP)
2021/02/05 23:49:41 kid1| SECURITY ALERT: on URL: browser.pipe.aria.microsoft.com:443
2021/02/05 23:49:43 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.158.53:443 remote=10.42.0.30:51082 FD 44 flags=33 (local IP does not match any domain IP)
2021/02/05 23:49:43 kid1| SECURITY ALERT: on URL: browser.pipe.aria.microsoft.com:443
2021/02/05 23:50:03 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:35690 FD 71 flags=33 (local IP does not match any domain IP)
2021/02/05 23:50:03 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 23:50:03 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:35694 FD 73 flags=33 (local IP does not match any domain IP)
2021/02/05 23:50:03 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 23:50:27 kid1| SECURITY ALERT: Host header forgery detected on local=168.62.57.154:443 remote=10.42.0.30:35864 FD 77 flags=33 (local IP does not match any domain IP)
2021/02/05 23:50:27 kid1| SECURITY ALERT: on URL: browser.pipe.aria.microsoft.com:443
2021/02/05 23:50:30 kid1| SECURITY ALERT: Host header forgery detected on local=168.62.57.154:443 remote=10.42.0.30:35866 FD 77 flags=33 (local IP does not match any domain IP)
2021/02/05 23:50:30 kid1| SECURITY ALERT: on URL: browser.pipe.aria.microsoft.com:443
2021/02/05 23:50:34 kid1| SECURITY ALERT: Host header forgery detected on local=168.62.57.154:443 remote=10.42.0.30:35868 FD 77 flags=33 (local IP does not match any domain IP)
2021/02/05 23:50:34 kid1| SECURITY ALERT: on URL: browser.pipe.aria.microsoft.com:443
2021/02/05 23:50:38 kid1| SECURITY ALERT: Host header forgery detected on local=168.62.57.154:443 remote=10.42.0.30:35870 FD 77 flags=33 (local IP does not match any domain IP)
2021/02/05 23:50:38 kid1| SECURITY ALERT: on URL: browser.pipe.aria.microsoft.com:443
2021/02/05 23:50:46 kid1| SECURITY ALERT: Host header forgery detected on local=168.62.57.154:443 remote=10.42.0.30:35880 FD 85 flags=33 (local IP does not match any domain IP)
2021/02/05 23:50:46 kid1| SECURITY ALERT: on URL: browser.pipe.aria.microsoft.com:443
2021/02/05 23:50:49 kid1| SECURITY ALERT: Host header forgery detected on local=168.62.57.154:443 remote=10.42.0.30:35890 FD 87 flags=33 (local IP does not match any domain IP)
2021/02/05 23:50:49 kid1| SECURITY ALERT: on URL: browser.pipe.aria.microsoft.com:443
2021/02/05 23:51:05 kid1| SECURITY ALERT: Host header forgery detected on local=168.62.57.154:443 remote=10.42.0.30:35892 FD 30 flags=33 (local IP does not match any domain IP)
2021/02/05 23:51:05 kid1| SECURITY ALERT: on URL: browser.pipe.aria.microsoft.com:443
2021/02/05 23:51:09 kid1| SECURITY ALERT: Host header forgery detected on local=168.62.57.154:443 remote=10.42.0.30:35894 FD 30 flags=33 (local IP does not match any domain IP)
2021/02/05 23:51:09 kid1| SECURITY ALERT: on URL: browser.pipe.aria.microsoft.com:443
2021/02/05 23:51:56 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:35760 FD 17 flags=33 (local IP does not match any domain IP)
2021/02/05 23:51:56 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 23:51:56 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:35762 FD 17 flags=33 (local IP does not match any domain IP)
2021/02/05 23:51:56 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 23:51:56 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:35766 FD 29 flags=33 (local IP does not match any domain IP)
2021/02/05 23:51:56 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/05 23:51:56 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:35768 FD 29 flags=33 (local IP does not match any domain IP)
2021/02/05 23:51:56 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 00:21:56 kid1| SECURITY ALERT: Host header forgery detected on local=172.217.24.136:443 remote=10.42.0.30:54266 FD 189 flags=33 (local IP does not match any domain IP)
2021/02/06 00:21:56 kid1| SECURITY ALERT: on URL: ssl.google-analytics.com:443
2021/02/06 00:59:04 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:36826 FD 38 flags=33 (local IP does not match any domain IP)
2021/02/06 00:59:04 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 00:59:04 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:36828 FD 38 flags=33 (local IP does not match any domain IP)
2021/02/06 00:59:04 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 00:59:04 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:41020 FD 41 flags=33 (local IP does not match any domain IP)
2021/02/06 00:59:04 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 00:59:04 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:41024 FD 41 flags=33 (local IP does not match any domain IP)
2021/02/06 00:59:04 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 00:59:04 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:36842 FD 43 flags=33 (local IP does not match any domain IP)
2021/02/06 00:59:04 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 00:59:04 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.66:443 remote=10.42.0.30:36846 FD 43 flags=33 (local IP does not match any domain IP)
2021/02/06 00:59:04 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:35:24 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:38776 FD 33 flags=33 (local IP does not match any domain IP)
2021/02/06 01:35:24 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:35:24 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:38778 FD 33 flags=33 (local IP does not match any domain IP)
2021/02/06 01:35:24 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:36:38 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42454 FD 15 flags=33 (local IP does not match any domain IP)
2021/02/06 01:36:38 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:36:38 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42456 FD 15 flags=33 (local IP does not match any domain IP)
2021/02/06 01:36:38 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:36:38 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39600 FD 15 flags=33 (local IP does not match any domain IP)
2021/02/06 01:36:38 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:36:38 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39602 FD 15 flags=33 (local IP does not match any domain IP)
2021/02/06 01:36:38 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:36:38 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:38832 FD 15 flags=33 (local IP does not match any domain IP)
2021/02/06 01:36:38 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:36:38 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:38834 FD 15 flags=33 (local IP does not match any domain IP)
2021/02/06 01:36:38 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:38:22 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42484 FD 151 flags=33 (local IP does not match any domain IP)
2021/02/06 01:38:22 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:38:23 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42486 FD 37 flags=33 (local IP does not match any domain IP)
2021/02/06 01:38:23 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:38:23 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39630 FD 37 flags=33 (local IP does not match any domain IP)
2021/02/06 01:38:23 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:38:23 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39632 FD 37 flags=33 (local IP does not match any domain IP)
2021/02/06 01:38:23 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:38:23 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:38862 FD 37 flags=33 (local IP does not match any domain IP)
2021/02/06 01:38:23 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:38:24 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:38864 FD 37 flags=33 (local IP does not match any domain IP)
2021/02/06 01:38:24 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:39:54 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42550 FD 60 flags=33 (local IP does not match any domain IP)
2021/02/06 01:39:54 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:39:54 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42552 FD 60 flags=33 (local IP does not match any domain IP)
2021/02/06 01:39:54 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:39:54 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39696 FD 33 flags=33 (local IP does not match any domain IP)
2021/02/06 01:39:54 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:39:54 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39698 FD 33 flags=33 (local IP does not match any domain IP)
2021/02/06 01:39:54 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:39:54 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:38928 FD 33 flags=33 (local IP does not match any domain IP)
2021/02/06 01:39:54 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:39:54 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:38930 FD 33 flags=33 (local IP does not match any domain IP)
2021/02/06 01:39:54 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:39:54 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42564 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/06 01:39:54 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:39:54 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42566 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/06 01:39:54 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:39:54 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39710 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/06 01:39:54 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:39:54 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39712 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/06 01:39:54 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:39:54 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:38942 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/06 01:39:54 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:39:54 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:38944 FD 63 flags=33 (local IP does not match any domain IP)
2021/02/06 01:39:54 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:40:02 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42580 FD 44 flags=33 (local IP does not match any domain IP)
2021/02/06 01:40:02 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:40:02 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42582 FD 44 flags=33 (local IP does not match any domain IP)
2021/02/06 01:40:02 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:40:02 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39726 FD 44 flags=33 (local IP does not match any domain IP)
2021/02/06 01:40:02 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:40:02 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39728 FD 44 flags=33 (local IP does not match any domain IP)
2021/02/06 01:40:02 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:40:02 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:38958 FD 44 flags=33 (local IP does not match any domain IP)
2021/02/06 01:40:02 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:40:02 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:38960 FD 44 flags=33 (local IP does not match any domain IP)
2021/02/06 01:40:02 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:40:29 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42596 FD 71 flags=33 (local IP does not match any domain IP)
2021/02/06 01:40:29 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:40:29 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42598 FD 71 flags=33 (local IP does not match any domain IP)
2021/02/06 01:40:29 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:40:29 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39742 FD 71 flags=33 (local IP does not match any domain IP)
2021/02/06 01:40:29 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:40:29 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39744 FD 71 flags=33 (local IP does not match any domain IP)
2021/02/06 01:40:29 kid1| SECURITY ALERT: on URL: api.twitter.com:443
